;de1;en
385;Und da K., ein vielbeschäftigter Bankangestellter, nie Zeit gehabt hat, über solche allgemeinen Prinzipien nachzudenken, wird er veranlaßt, gewisse ihm unbekannte Bezirke seines Ichs zu erforschen.;
386;Dies wiederum führt ihn in Verwirrung, zur Verwechselung des organisierten und bösartigen Übels seiner Umwelt mit dem notwendigen Ausdruck jener allgemeinen Schuld, die harmlos und beinahe unschuldig ist, verglichen mit dem bösen Willen, der »die Lüge zur Weltordnung« macht und sogar des Menschen gerechtfertigte Demut braucht und mißbraucht.;
387;Diese innere Entwicklung des Helden - seine éducation sentimentale - macht die zweite Schicht der Erzählung aus, die das Funktionieren der bürokratischen Maschine begleitet.;
388;Die Ereignisse der Außenwelt und die innere Entwicklung treffen endlich in der letzten Szene der Hinrichtung zusammen, einer Hinrichtung, der sich K., obwohl sie grundlos stattfindet, ohne Sträuben unterwirft.;
389;Daß der Prozeß eine Kritik der bürokratischen Regierungsform der Vorkriegs-Verwaltung Österreichs enthält, dessen zahlreiche und sich bekämpfende Nationalitäten durch eine gleichförmige Beamtenhierarchie regiert wurden, ist seit dem ersten Erscheinen des Romans begriffen worden.;
390;Kafka, Angestellter einer Arbeiterversicherungsgesellschaft und ein treuer Freund vieler osteuropäischer Juden, denen er die Genehmigung, in Österreich zu bleiben, verschaffen mußte, hatte eine sehr genaue Kenntnis der politischen Zustände seines Landes.;
391;Dem Publikum der zwanziger Jahre schien das Übel der Bürokratie nicht groß genug zu sein, als daß es das Entsetzen und den Schrecken erklärlich machte, die im Roman zum Ausdruck kommen.;
392;Sie suchten daher nach anderen, scheinbar tieferen Auslegungen und fanden sie, nach der damaligen Mode, in einer geheimnisvollen Darstellung religiöser Realität, dem Ausdruck einer schrecklichen Theologie.;
393;Kafka hatte wirklich eine Gesellschaft gezeichnet, die sich als Stellvertretung Gottes eingesetzt hatte, und beschrieb Menschen, die die Gesetze der Gesellschaft als göttlich betrachteten - unwandelbar durch den menschlichen Willen.;
394;Mit anderen Worten, was an der Welt, in der Kafkas Helden verstrickt sind, falsch ist, ist gerade ihre Vergöttlichung, ihre Anmaßung, eine göttliche Notwendigkeit darzustellen.;
395;Kafka will diese Welt zerstören, indem er ihre scheußliche und verborgene Struktur aufdeckt, indem er Wirklichkeit und Anspruch einander gegenüberstellt.;
396;Aber der moderne Leser - oder wenigstens der Leser der zwanziger Jahre, der sich durch Paradoxe als solche bezaubern ließ und von bloßen Gegensätzen angezogen wurde, wollte nicht mehr auf Vernunft hören.;
397;;
398;"Sein Verständnis für Kafka offenbart mehr über ihn selber als über Kafka, es enthüllt seine Eignung für diese Gesellschaft, sei es auch die Eignung einer »Elite«.
Dieser Leser bleibt völlig ernst bei dem Sarkasmus Kafkas, von der lügnerischen Notwendigkeit und der notwendigen Lüge als einem göttlichen Gesetz.    
Kafkas nächster großer Roman, Das Schloß, führt uns in dieselbe Welt, die diesmal nicht durch die Augen eines Menschen gesehen wird, der sich am Ende der Notwendigkeit unterwirft und von ihrer Regierung nur erfährt, weil er von ihr verurteilt wird, sondern durch die Augen eines ganz anderen K. Dieser K. kommt aus freiem Willen zu ihr, als Fremder, und will einen sehr bestimmten Zweck erreichen:";
399;;
400;er will sich niederlassen, ein Mitbürger werden, sein Leben aufbauen und heiraten, Arbeit finden und ein nützliches Mitglied der Gesellschaft werden.  ;
401;;
402;;
403;Aber während er nichts weiter verlangt, ist es klar, daß er sich auch mit nichts Anderem begnügen wird.;
404;aber Beschäftigung, »geregelte Arbeit«, verlangt er als sein Recht.;
405;"Seine Schwierigkeiten beginnen, weil nur das Schloß seine Forderungen erfüllen kann;";
406;"und das Schloß wird das entweder als Gunstbezeigung tun oder wenn er einwilligt, in seinen Geheimdienst einzutreten:
- »ein scheinbarer Dorfarbeiter, der in Wirklichkeit sein ganzes Arbeitsverhältnis von den Nachrichten des Barnabas« - das ist der Bote des Hofes - »bestimmen ließ.";
407;Da seine Forderungen nichts anderes sind als die unveräußerlichen Menschenrechte, kann er sie nicht als Gunstbezeigung des Schlosses annehmen.;
408;An diesem Punkt treten die Dorfleute auf;
409;sie suchen K. davon zu überzeugen, daß ihm die Erfahrung fehle und daß er nicht wisse, daß das ganze Leben aus Gnade und Ungnade, aus Gunst und Mißgunst besteht und davon beherrscht wird, - beide so unverständlich und zufällig wie Glück und Unglück.;
410;Im Recht oder im Unrecht zu sein, das sei ein Teil des »Geschickes«, versuchen sie ihm zu erklären, des Geschickes, das niemand ändern, das man nur erfüllen kann.;
411;K.s Fremdheit bekommt so eine weitere Bedeutung:;
412;er ist nicht nur fremd, weil er weder zum Dorf noch zum Schloß gehört, sondern weil er der einzige Normale und Gesunde in einer Welt ist, wo alles Menschliche und Normale, wo Liebe, Arbeit, Kameradschaft gewaltsam aus der Hand des Menschen gerissen wurden, um als Gabe von außen verliehen zu werden - oder, wie sich K. ausdrückt, von oben.;
413;Ob Schicksal, Segen oder Fluch, jedenfalls ist es etwas Geheimnisvolles, etwas, das der Mensch entgegennehmen kann oder das ihm verweigert wird, das er aber nie selber schaffen kann.;
414;Deswegen ist K.s Streben keineswegs gewöhnlich und einleuchtend, sondern im Gegenteil außergewöhnlich und anstößig.;
415;Er kämpft um das Minimum, als ob es etwas wäre, das die Totalität aller möglichen Forderungen umfaßt.;
416;K.s hartnäckige Zielstrebigkeit öffnet jedoch einigen Dorfbewohnern die Augen;
417;sein Benehmen zeigt ihnen, daß Menschenrechte wert sein können, erkämpft zu werden und daß die Herrschaft des Schlosses nicht göttliches Gebot ist und darum angegriffen werden kann.;
418;;
419;Und sie fügen hinzu: »wie froh sind wir, daß du zu uns kamst«!;
420;Doch der Kampf des Fremden hatte nur den Erfolg, ein Beispiel zu geben.;
421;;
422;;
423;;
424;;
425;Wir wissen, daß Kafkas Konstruktion kein bloßer Albtraum war.;
426;Aber diese Welt hat sich tatsächlich verwirklicht.;
427;Die Generation der vierziger Jahre und besonders diejenigen, die den zweifelhaften Vorzug hatten, unter dem furchtbarsten Regime gelebt zu haben, das die Geschichte bisher hervorgebracht hat, wissen, daß Kafkas Terror der wahren Natur des Sachverhaltes entspricht, die wir Bürokratie nennen - wo Regierung durch Verwaltung und Gesetze durch willkürliche Erlasse ersetzt werden.;
428;Wäre Kafkas Beschreibung dieser Maschinerie wirklich Prophezeihung, so wäre sie genau so billig, wie die zahllosen anderen Vorhersagen, die uns seit dem Anfang des Jahrhunderts plagen.;
429;Charles Péguy, der selber oft mit einem Propheten verwechselt wurde, bemerkte einmal: »Der Determinismus, soweit er begriffen werden kann, ist vielleicht nichts anderes als das Gesetz der Rückstände«.;
430;;
431;In einer sich auflösenden Gesellschaft, die blind dem natürlichen Weg des Unterganges folgt, kann die Katastrophe vorausgesehen werden.;
432;;
433;;
434;Durch den Glauben an einen notwendigen und automatischen Prozeß, dem sich der Mensch unterwerfen müsse, einen Glauben, der zu seiner Zeit beinahe allgemeingültig war, wurden diese verderblichen Strukturen unterstützt, und der Untergang selbst beschleunigt.;
435;Die Worte des Gefängnisgeistlichen im Prozeß enthüllen den Glauben der Beamten als Glauben an eine Notwendigkeit, als deren Sachwalter sie auftreten.;
436;»Der Engel der Geschichte .... kehrt sein Antlitz der Vergangenheit zu.;
437;;
438;Aber ein Wind weht vom Paradies und verfängt sich in seinen Flügeln, der so stark ist, daß der Engel sie nicht schließen kann.;
439;Dieser Wind ist, was wir Fortschritt nennen«.  ;
440;;
441;;
442;Dort leben alle, seien es die Kleinen, wie das Volk im Schloß, das Angst um seine Stellung hat, oder die Großen, wie die Beamten im Schloß und im Prozeß, in vollständiger Übereinstimmung mit ihren Stellungen und streben nach einer Art übermenschlicher Vollkommenheit.;
443;;
444;;
445;;
446;Als zum Beispiel in dem Roman Amerika der Oberportier eines Hotels jemand verwechselt, sagt er:;
447;In meinen dreißig Dienstjahren ist mir allerdings noch keine Verwechslung passiert«.;
448;Sich irren heißt seine Stellung verlieren;
449;deswegen kann er nicht einmal die Möglichkeit eines Irrtums zugeben.;
450;Arbeitende, die von der Gesellschaft gezwungen werden, die menschliche Möglichkeit des Irrtums zu leugnen, können nicht menschlich bleiben, sondern müssen handeln, als ob sie Übermenschen wären.;
451;Kafkas Beamte, Angestellte und Funktionäre sind weit davon entfernt, vollkommen zu sein, aber sie alle handeln nach der nämlichen Voraussetzung allumfassender Tüchtigkeit.;
452;Kafka stellt uns sofort vor das Ergebnis einer solchen Entwicklung, denn nur das Ergebnis gilt.;
453;;
454;Umfassende Tüchtigkeit ist der Motor der Maschine, in der sich Kafkas Helden verfangen, einer Maschine, die in sich selber sinnlos und zerstörerisch ist, die aber reibungslos arbeitet.    ;
455;Eines der Haupt-Themen der Erzählungen Kafkas ist der Aufbau dieser Apparatur, die Beschreibung ihrer glatten Arbeitsweise, und die Versuche seiner Helden, sie um der einfachen menschlichen Werte willen zu zerstören.;
456;Diese namenlosen Helden sind nicht gewöhnliche Menschen, wie man sie auf der Straße treffen könnte, sondern vielmehr das Urbild des »gewöhnlichen Menschen« als ein Ideal von Humanität.;
457;Wie der »vergessene Mensch« aus Chaplin’s Filmen, so wurde auch Kafkas »gewöhnlicher Mensch« von einer Gesellschaft vergessen, die aus großen und kleinen Leuten besteht.;
458;dem Funktionieren.;
459;Dieser gute Wille, für den der Held nur zum Beispiel dient, hat auch seine Funktion.;
460;Auf beinahe unschuldige Weise enthüllt er die verborgene Struktur der Gesellschaft, die offenbar die einfachsten Bedürfnisse des Menschen vereitelt und seine besten Vorsätze zerstört.;
461;Er enthüllt auch den falschen Aufbau einer Welt, in der der Mensch guten Willens, der keine erfolgreiche Laufbahn ergreifen will, einfach verloren ist.;
462;Er hilft diese Seiten der Wohlanständigkeit aufdecken, bevor sie tatsächlich in Stücke gerissen wird.;
463;Der Eindruck der Unwirklichkeit und Modernität, den wir bei Kafkas Erzählungen bekommen, beruht hauptsächlich darauf, daß sein höchstes Interesse diesem Funktionieren gilt, daß er Ansichten überhaupt aufs äußerste vernachlässigt und daß er sich nicht für das Äußere und die Erscheinung der Welt interessiert.;
464;Es ist darum ein Mißverständnis, ihn zu den Surrealisten zu zählen.;
465;Während der Surrealist versucht, so viele und widersprechende Ansichten der Wirklichkeit als möglich zu zeigen, erfindet Kafka frei die Ansichten, die sich auf jenes Funktionieren beziehen, und dieses bleibt sein Hauptanliegen.;
466;Während die Lieblingsmethode des Surrealisten immer die Photomontage ist, könnte man Kafkas Technik am besten mit der Konstruktion eines Modells vergleichen.;
467;"Wenn ein Mann ein Haus bauen will oder wenn er ein Haus gut genug kennen will, um seine Festigkeit zu beurteilen, wird er sich eine Blaupause des Gebäudes anfertigen oder sich eine beschaffen.
Kafkas Erzählungen sind solche Aufrisse";
468;sie sind in gewissem Sinn eher das Ergebnis eines Denkprozesses als das bloßer Sinneserfahrung.;
469;;
470;Aufrisse können nur von denen verstanden werden, die fähig und willig sind, sich mit eigener Phantasie die wirklichen Absichten und die zukünftige Ansicht vorzustellen.;
471;;
472;;
473;;
474;;
475;;
476;Im Lichte dieser Erwägungen können wir eine der einfachsten Erzählungen Kafkas betrachten, und zwar eine sehr charakteristische, sie heißt: Eine alltägliche Verwirrung Ein alltäglicher Vorgang: sein Ertragen eine alltägliche Verwirrung.;
477;"A hat mit B aus H ein wichtiges Geschäft abzuschließen.
Er geht zur Vorbesprechung nach H, legt den Hin- und Herweg in je zehn Minuten zurück und rühmt sich zu Hause dieser besonderen Schnelligkeit.";
478;;
479;;
480;Da dieser voraussichtlich mehrere Stunden erfordern wird, geht A sehr früh morgens fort.;
481;Trotzdem aber alle Nebenumstände, wenigstens nach A’s Meinung, völlig die gleichen sind wie am Vortag, braucht er diesmal zum Weg nach H zehn Stunden.;
482;Als er dort ermüdet abends ankommt, sagt man ihm, daß B, ärgerlich wegen A’s Ausbleiben vor einer halben Stunde zu A in sein Dorf gegangen sei und sie sich eigentlich unterwegs hätten treffen müssen.;
483;"Man rät A zu warten.
aber in Angst wegen des Geschäftes macht sich sofort auf und eilt nach Hause. 	";
484;;
485;"Zuhause erfährt er, B sei doch schon gleich früh gekommen - gleich nach dem Weggang A’s, ja er habe A im Haustor getroffen, ihn an das Geschäft erinnert, aber A habe gesagt, er hätte jetzt keine Zeit, er müsse jetzt eiligst fort.    
Trotz dieses unverständlichen Verhaltens A";
486;;
487;;
488;;
489;;
490;;
491;’s sei aber B doch hier geblieben, um auf A zu warten.;
492;Er habe zwar schon oft gefragt, ob A nicht schon wieder zurück sei, befinde sich aber noch oben in A’s Zimmer.;
493;Glücklich darüber, B jetzt noch zu sprechen und ihm alles erklären zu können, läuft A die Treppe hinauf.;
494;Schon ist er fast oben, da stolpert er, erleidet eine Sehnenzerrung und fast ohnmächtig vor Schmerz, unfähig sogar zu schreien, nur winselnd im Dunkel hört er, wie B - undeutlich ob in großer Ferne oder knapp neben ihm - wütend die Treppe hinunterstampft und endgültig verschwindet.   ;
495;Die Technik scheint hier sehr klar zu sein.;
496;;
497;Weil seine Erzählung aus Faktoren, die zu typisch menschlichen Fehlschlägen beitragen, und nicht aus wirklichen Ereignissen bestehen, erscheinen sie zuerst als wilde und komische Übertreibung wirklicher Vorkommnisse oder wild gewordene, aber unentrinnbare Logik.;
498;Alle wesentlichen Umstände, die zu der gewöhnlichen Erfahrung des Fehlschlagens einer Verabredung wie: Übereifer (wodurch A. zu früh fortgeht und B. auf der Treppe übersieht), falsche Konzentration auf Kleinigkeiten (A. denkt an die Reise anstatt an seinen Hauptzweck, B. zu treffen, was sie länger macht als damals, da er sie unaufmerksam zurücklegte) und endlich die typischen mutwilligen Streiche, zu denen sich Dinge und Umstände verschwören, um solches Mißlingen endgültig zu machen - sind in der Erzählung enthalten.;
499;Sie sind das Rohmaterial des Dichters.;
500;Aus dem, was bisher gesagt wurde, geht hervor, daß der Romanschriftsteller Franz Kafka keine Romane im klassischen Sinn des Wortes, im Sinne des 19. Jahrhunderts, geschrieben hat.;
501;"Der Eindruck der Übertreibung verschwindet jedoch vollkommen, wenn wir die Geschichte als das, was sie wirklich ist, betrachten, nicht als Bericht über ein verwirrendes Ereignis, sondern als Urbild der Verwirrung selbst.
Die Basis des klassischen Romans war die Anerkennung der Gesellschaft, Unterwerfung unter das Leben, wie es kommt, die Überzeugung, daß Größe des Schicksals jenseits menschlicher Tugenden und menschlicher Laster ist.";
502;Er setzt den Niedergang des Staatsbürgers voraus, der während der Französischen Revolution den Versuch gemacht hatte, die Welt nach menschlichen Gesetzen zu regieren.;
503;Er zeigte das Wachstum des bürgerlichen Individuums, dem Leben und Welt Schauplatz von Ereignissen geworden war und das sich mehr Ereignisse und Geschehen wünschte, als der gewöhnlich enge und sichere Rahmen seines Lebens ihm bieten konnte.;
504;"Heutzutage sind diese Schriftsteller, die immer im Wettbewerb mit der Wirklichkeit standen (sogar wenn sie Wirklichkeit nachahmten) durch den Reporter ersetzt worden.
In unserer Welt haben wirkliche Ereignisse und wirkliche Schicksale die Phantasie der Schriftsteller weit übertroffen.
Das Gegenstück zu der Ruhe und Sicherheit der bürgerlichen Welt, in der das Individuum seinen Teil an Aufregungen und Ereignissen vom Leben erwartete und nie ganz genug davon bekam, waren die großen Männer, die Genies und Ausnahmen, die in den Augen dieser selben Welt die wunderbare und geheimnisvolle Inkarnation von etwas Übermenschlichem darstellten: Schicksal (wie im Falle Napoleons) oder Geschichte (wie im Falle Hegels) oder der Ruf Gottes (wie im Falle Kierkegaards, der sich für ein von Gott gesetztes Beispiel hielt und deshalb für eine »Ausnahme«) oder Notwendigkeit (wie im Falle Nietzsches, der erklärte, er sei eine »Notwendigkeit«).";
505;Die höchste Idee des Menschen war der Mensch mit einer Mission, einem Ruf, den er zu erfüllen hatte.;
506;Je größer die Mission, desto größer der Mensch.;
507;;
508;"Das Einzige, was der Mensch, als solche Inkarnation des Übermenschlichen aufgefaßt, ereichen konnte, war der »amor fati« (Nietzsche), die Liebe zum Schicksal, die bewußte Identifizierung mit dem, was ihm widerfuhr.
Größe wurde nicht mehr in dem geleisteten Werk, sondern im Menschen selbst gesucht;";
509;Genie galt nicht mehr als Gabe der Götter, Menschen verliehen, die wesentlich sie selber blieben.;
510;Die ganze Persönlichkeit war eine Inkarnation des Genies geworden und wurde als solches, nicht mehr als gewöhnlicher Mensch betrachtet.;
511;Kant, der im Wesentlichen der Philosoph der Französischen Revolution war, definierte Genie noch als »die angeborene Gemütsanlage, durch welche die Natur der Kunst die Regel gibt«.;
512;Ich stimme dieser Definition nicht bei, ich glaube vielmehr, daß Genie die Anlage ist, durch die die Menschheit der Kunst die Regel gibt.;
513;Aber das ist unwesentlich.;
514;Denn was uns in Kants Definition und in seiner weiteren Erklärung auffällt, ist das völlige Fehlen jener leeren Größe, die während des gesamten neunzehnten Jahrhunderts das Genie zum Vorläufer des Übermenschen, einer Art von Ungeheuer, gemacht hat.;
515;Was Kafka so modern und zugleich als so seltsam unter seinen Zeitgenossen der Vorkriegswelt erscheinen läßt, ist gerade seine Weigerung, Dinge an sich »geschehen« zu lassen (zum Beispiel wollte er nicht, daß ihm eine Ehe »widerführe«, wie es bei den Meisten ist), er mochte die Welt nicht, wie sie ihm gegeben war, er mochte nicht einmal die Natur (deren Stabilität nur so lange besteht, wie wir sie in Frieden lassen).;
516;Er wollte eine Welt in Übereinstimmung mit menschlichen Bedürfnissen und menschlicher Würde aufbauen, eine Welt, in der die Tätigkeit des Menschen von ihm selbst bestimmt und die durch seine Gesetze regiert wird, nicht durch geheimnisvolle Kräfte, die von oben oder unten ausströmen.;
517;Zudem war es sein brennendster Wunsch, einer solchen Welt anzugehören, es lag ihm nichts daran, ein Genie oder die Inkarnation irgend einer Größe zu sein.;
518;Dies bedeutet natürlich nicht - wie manchmal behauptet wird -, daß Kafka bescheiden gewesen wäre.;
519;;
520;;
521;»Jeder Satz, den ich schreibe, hat Vollendung« - eine einfache Feststellung der Wahrheit, die aber sicher nicht von einem bescheidenen Menschen herrührt.;
522;Er war nicht bescheiden, er war demütig.;
523;Um Teil einer solchen Welt zu werden (wie er sie vorsichtig am Schluß, dem »happy end«, seines dritten Romanes Amerika zu beschreiben versuchte), mußte er zuerst die Zerstörung der fehlkonstruierten Welt vorwegnehmen.;
524;Durch diese vorweggenommene Zerstörung trug er das Bild, die höchste Gestalt des Menschen als Modell guten Willens, des Menschen als »fabricator mundi«, des Welterbauers, der die Fehlkonstruktion beseitigen und seine Welt neu aufbauen kann.;
525;Weil aber diese Helden nur Modelle guten Willens sind und im Anonymen und in der Abstraktheit des Allgemeinen bleiben und nur in der Funktion, die der gute Wille in unserer Welt haben könnte, gezeigt werden, deswegen scheinen seine Romane eine einzigartige Anziehung zu besitzen, so als ob er sagen wollte: dieser Mensch guten Willens könnte irgendwer und jedermann sein, vielleicht sogar du und ich.     ;
